25.0,1388
25.0,1400
24.99,1412
24.99,1424
25.0,1436
24.99,1449
24.99,1461
24.99,1473
24.98,1485
24.99,1497
24.99,1509
24.99,1522
25.0,1534
24.99,1546
24.99,1558
25.0,1570
24.99,1582
25.0,1595
25.0,1607
25.0,1619
24.99,1631
24.99,1643
25.0,1656
25.0,1668
25.0,1680
25.0,1692
25.0,1704
25.0,1716
25.0,1729
25.0,1741
25.01,1753
25.02,1765
25.01,1777
25.0,1789
25.02,1802
25.01,1814
25.0,1826
25.01,1838
25.01,1850
25.01,1863
25.01,1875
25.02,1887
25.02,1899
25.02,1911
25.03,1923
25.02,1936
25.02,1948
25.02,1960
25.02,1972
25.01,1984
25.02,1996
25.03,2009
25.02,2021
25.02,2033
25.01,2045
25.02,2057
25.03,2070
25.03,2082
25.02,2094
25.01,2106
25.01,2118
25.01,2130
25.0,2143
25.0,2155
25.01,2167
25.0,2179
25.01,2191
25.01,2203
25.01,2216
25.0,2228
25.0,2240
25.0,2252
25.0,2264
25.0,2277
24.99,2289
24.98,2301
24.98,2313
24.99,2325
24.99,2337
24.99,2350
24.99,2362
24.99,2374
24.98,2386
24.99,2398
24.98,2410
24.99,2423
24.99,2435
24.99,2447
24.99,2459
25.0,2471
24.99,2484
25.0,2496
24.99,2508
24.99,2520
25.0,2532
25.0,2544
25.0,2557
25.0,2569
25.0,2581
25.0,2593
25.01,2605
25.01,2617
25.0,2630
24.99,2642
25.0,2654
25.01,2666
25.01,2678
25.01,2691
25.01,2703
25.0,2715
25.0,2727
25.0,2739
25.01,2751
25.0,2764
25.0,2776
25.0,2788
25.0,2800
25.0,2812
24.99,2824
24.98,2837
24.99,2849
25.0,2861
25.01,2873
25.0,2885
25.0,2898
24.99,2910
25.01,2922
25.01,2934
25.01,2946
25.01,2958
25.0,2971
25.01,2983
25.01,2995
25.01,3007
25.01,3019
25.0,3031
25.01,3044
25.02,3056
25.01,3068
25.01,3080
25.0,3092
25.0,3105
25.0,3117
25.01,3129
25.01,3141
25.01,3153
25.01,3165
25.01,3178
25.01,3190
25.0,3202
25.02,3214
25.02,3226
25.01,3238
25.0,3251
25.01,3263
25.01,3275
25.01,3287
25.01,3299
25.01,3312
25.02,3324
25.01,3336
25.01,3348
25.0,3360
25.0,3372
25.02,3385
25.02,3397
25.02,3409
25.0,3421
25.01,3433
25.01,3445
25.01,3458
25.01,3470
25.01,3482
25.01,3494
25.01,3506
25.0,3519
25.0,3531
25.01,3543
25.0,3555
25.01,3567
25.01,3579
25.01,3592
25.0,3604
25.01,3616
25.01,3628
25.0,3640
25.0,3653
25.0,3665
25.0,3677
25.0,3689
25.0,3701
25.0,3713
25.0,3726
24.99,3738
25.0,3750
25.01,3762
25.0,3774
25.0,3786
25.0,3799
25.01,3811
25.0,3823
25.0,3835
25.0,3847
25.0,3860
25.01,3872
25.0,3884
25.01,3896
25.01,3908
25.01,3920
25.01,3933
25.02,3945
25.02,3957
25.02,3969
25.01,3981
25.01,3993
25.02,4006
25.02,4018
25.01,4030
25.01,4042
25.01,4054
25.01,4067
25.01,4079
25.01,4091
25.0,4103
25.0,4115
25.0,4127
25.0,4140
24.99,4152
24.99,4164
25.0,4176
24.99,4188
24.99,4200
24.99,4213
24.99,4225
25.0,4237
24.99,4249
24.99,4261
24.99,4274
24.99,4286
24.99,4298
25.0,4310
24.99,4322
24.99,4334
25.0,4347
25.0,4359
25.0,4371
24.99,4383
25.0,4395
25.0,4407
25.0,4420
25.0,4432
25.0,4444
25.0,4456
25.0,4468
24.99,4481
25.0,4493
25.0,4505
25.0,4517
25.0,4529
25.0,4541
25.0,4554
25.01,4566
25.0,4578
25.0,4590
25.0,4602
25.0,4614
25.0,4627
25.0,4639
25.0,4651
25.0,4663
25.0,4675
25.0,4688
25.0,4700
25.0,4712
25.0,4724
25.01,4736
25.01,4748
25.0,4761
25.01,4773
25.01,4785
25.0,4797
25.01,4809
25.0,4821
25.0,4834
25.0,4846
25.0,4858
25.0,4870
25.0,4882
25.0,4895
25.01,4907
25.01,4919
25.0,4931
25.0,4943
25.0,4955
25.01,4968
25.0,4980
25.0,4992
25.0,5004
25.0,5016
24.99,5028
25.0,5041
25.0,5053
25.0,5065
25.01,5077
25.01,5089
25.0,5102
25.01,5114
25.0,5126
25.0,5138
25.0,5150
25.0,5162
25.0,5175
25.01,5187
25.0,5199
24.99,5211
24.99,5223
25.0,5235
25.0,5248
25.0,5260
25.0,5272
25.01,5284
25.01,5296
25.0,5309
25.01,5321
25.01,5333
25.01,5345
25.01,5357
25.01,5369
25.01,5382
25.01,5394
25.01,5406
25.01,5418
25.01,5430
25.01,5442
25.01,5455
25.01,5467
25.01,5479
25.01,5491
25.01,5503
25.0,5516
24.99,5528
25.0,5540
24.99,5552
25.0,5564
25.01,5576
25.0,5589
24.99,5601
25.0,5613
25.0,5625
24.99,5637
24.98,5649
24.99,5662
25.0,5674
25.0,5686
24.99,5698
24.99,5710
24.99,5723
